Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,Exam_Score,Resource_Index,Effort_Score,Challenge_Index
25,73,1,1,False,8,69,2,1,3,2,2,1,3,3,0,1,1,1,66,4,101,4
22,63,1,1,False,8,83,2,1,3,2,2,1,1,1,0,2,1,0,63,4,88,4
25,69,3,2,True,9,98,2,1,1,1,2,0,1,3,1,2,2,1,66,4,95,4
24,68,2,2,True,6,74,2,1,1,2,2,0,2,3,0,1,1,1,65,5,93,3
15,77,2,2,True,8,85,3,1,1,1,2,0,3,2,0,3,2,0,66,4,93,4
17,86,3,1,True,4,60,3,1,2,3,1,1,3,3,1,2,2,1,67,5,105,4
24,71,2,2,True,7,81,2,1,0,1,2,1,3,3,0,1,1,0,66,4,95,3
24,60,1,2,False,6,62,3,1,4,1,3,0,1,3,0,1,1,1,63,4,88,4
20,81,2,2,True,5,60,1,1,3,2,2,0,3,4,1,1,1,0,66,5,104,4
21,84,2,2,False,6,75,1,0,1,3,2,0,3,3,0,2,2,0,67,5,106,4
28,99,2,2,True,6,61,2,0,1,1,2,0,3,3,0,1,1,0,71,3,128,3
16,84,2,3,True,7,86,2,1,1,1,2,1,2,2,0,1,1,1,67,5,101,3
23,79,2,3,True,6,97,2,1,1,3,1,0,2,4,0,1,2,0,69,7,103,4
19,83,2,2,True,7,70,2,1,2,1,2,0,1,4,1,3,1,1,67,4,104,4
19,97,3,2,True,6,66,3,1,2,2,2,1,3,2,0,2,2,1,72,5,118,3
27,93,3,1,False,6,59,3,1,2,1,2,1,1,4,0,1,1,1,70,3,122,2
25,73,2,3,True,7,70,1,1,0,1,2,1,2,4,0,3,2,0,67,5,98,4
25,69,1,3,True,7,78,2,1,0,1,3,0,1,3,0,1,3,1,64,5,94,6
28,71,2,2,False,8,69,3,1,1,2,3,1,2,1,0,2,2,1,67,5,100,4
20,80,1,3,False,8,81,2,1,3,2,2,1,1,4,0,3,1,0,69,6,103,4
24,90,1,1,False,7,83,2,1,0,1,2,1,3,3,0,2,1,0,68,3,114,4
18,80,2,2,False,8,55,1,1,2,1,1,0,2,3,0,1,2,0,63,4,100,4
22,63,2,3,True,7,85,2,1,4,3,3,0,1,3,0,2,1,1,68,7,89,3
19,89,3,2,True,7,95,2,1,0,2,2,0,3,3,0,1,1,0,70,5,108,2
21,92,2,1,True,8,51,1,1,0,2,2,0,2,2,0,2,2,0,66,4,113,4
24,72,3,3,False,6,78,3,1,0,1,3,0,1,6,0,1,1,1,68,5,96,2
15,87,3,1,True,4,80,3,1,0,1,2,1,3,3,0,2,1,0,67,3,102,2
33,77,1,3,True,5,85,2,1,0,1,2,1,2,5,0,1,3,1,69,5,110,6
14,96,2,1,True,9,69,3,1,0,2,2,1,1,3,1,2,1,1,66,4,110,4
13,94,2,2,True,7,91,1,1,3,1,2,0,2,3,0,1,1,0,68,4,110,3
27,81,2,2,True,7,77,2,1,2,2,1,0,2,2,1,3,2,1,69,5,110,5
25,88,2,2,True,7,70,1,1,1,2,2,1,3,3,0,3,2,0,70,5,114,4
24,95,2,3,True,8,86,3,1,1,2,3,1,2,3,0,2,1,0,74,6,120,3
24,80,2,3,True,7,96,3,1,0,1,3,0,3,0,0,2,2,1,70,5,104,4
20,73,2,2,True,7,91,1,1,1,2,3,0,2,2,0,3,2,0,66,5,94,4
15,90,3,2,True,8,97,2,1,1,1,3,1,1,3,0,2,1,1,69,4,106,2
20,69,2,3,False,6,63,1,1,0,1,2,0,1,3,0,3,1,0,64,5,89,3
16,76,1,3,True,8,56,2,0,1,1,2,0,3,1,0,1,1,0,62,4,93,4
26,95,1,3,False,7,77,2,1,0,2,2,0,2,3,0,1,2,1,70,6,121,5
19,89,3,2,True,7,52,2,1,2,2,2,0,1,4,0,1,2,0,68,5,110,3
15,76,2,2,True,6,84,1,1,0,2,3,0,2,3,0,2,1,1,65,5,91,3
18,69,3,3,False,7,62,1,1,3,2,2,0,3,3,0,1,2,0,65,6,90,3
22,74,3,3,True,6,73,1,1,3,3,3,0,3,4,0,3,2,1,71,7,99,3
17,71,3,2,True,9,83,1,1,2,2,2,0,2,5,0,1,1,0,66,5,90,2
15,67,2,2,False,4,74,2,1,0,1,2,0,1,3,0,2,2,0,61,4,82,4
21,90,1,2,True,8,62,1,1,2,2,3,0,1,5,1,1,1,0,67,5,113,5
21,70,1,3,True,4,94,2,1,0,1,3,1,2,2,0,2,3,0,65,5,91,6
17,78,2,3,False,8,88,2,1,0,1,2,0,1,3,0,1,1,1,65,5,95,3
17,75,2,3,True,6,80,2,0,1,1,2,1,3,5,0,1,2,0,65,4,93,4
21,99,2,2,False,8,85,3,1,4,2,2,0,3,4,0,1,2,0,73,5,124,4
11,76,2,2,True,7,71,2,0,1,2,1,0,2,2,0,2,1,0,62,4,88,3
12,63,2,3,True,5,69,1,1,0,2,3,0,1,2,0,2,2,1,60,6,75,4
16,64,1,2,True,9,58,1,1,1,2,2,0,3,3,0,2,2,1,61,5,81,5
19,84,1,2,True,8,90,3,1,2,1,2,1,2,3,0,3,3,0,67,4,105,6
22,84,3,2,False,8,69,2,0,3,2,3,1,2,4,0,2,1,0,70,4,109,2
29,77,1,3,False,6,85,2,1,1,2,2,0,3,1,0,2,1,0,69,6,107,4
25,77,2,1,True,8,65,3,0,0,2,2,0,3,5,0,2,3,1,66,3,102,5
19,62,2,2,False,5,90,1,1,2,1,3,0,3,3,0,2,2,0,64,4,83,4
20,81,3,2,True,4,55,2,1,1,3,2,1,3,2,0,3,2,0,68,6,102,3
14,80,3,2,True,5,81,2,1,1,1,2,0,3,4,0,3,3,1,67,4,95,4
20,66,2,2,False,6,90,3,1,0,2,2,0,2,1,0,2,1,1,64,5,86,3
18,64,2,2,True,6,83,3,1,2,1,2,0,3,2,0,2,1,0,65,4,84,3
22,65,1,3,True,6,85,2,1,2,3,2,0,3,3,1,3,1,1,66,7,89,5
15,64,2,2,True,6,76,3,1,2,2,2,1,3,4,1,1,1,1,63,5,81,4
23,84,3,2,True,6,78,1,1,2,1,1,0,1,2,0,1,2,1,68,4,109,3
29,68,2,3,True,4,53,2,1,1,2,2,1,1,4,0,1,3,0,66,6,98,5
19,70,2,2,False,7,63,1,0,3,1,1,0,2,5,0,1,1,0,63,3,92,3
22,67,1,2,False,7,86,1,1,1,1,2,0,3,3,0,1,2,1,63,4,90,5
24,98,3,2,True,6,97,2,1,1,2,2,0,3,4,0,2,3,0,74,5,123,4
18,94,2,3,True,9,77,1,1,1,2,3,0,3,2,0,2,2,0,70,6,113,4
21,69,3,3,True,7,86,2,1,2,1,2,1,2,3,0,1,1,0,68,5,92,2
20,73,2,2,True,7,84,2,1,0,2,2,0,2,4,0,3,2,1,66,5,93,4
21,68,2,1,False,8,100,1,1,0,2,2,0,3,4,0,1,3,0,63,4,89,5
15,80,1,3,False,5,90,2,1,4,1,2,0,3,3,0,2,3,1,67,5,99,6
20,61,2,2,False,7,81,2,1,1,2,1,0,2,3,0,1,2,0,62,5,82,4
23,87,3,3,False,8,56,2,1,1,2,3,0,3,3,0,3,2,0,71,6,111,3
29,81,3,2,False,7,68,2,1,2,2,2,0,2,4,0,3,1,0,72,5,112,2
26,96,2,2,True,5,63,2,0,1,3,2,1,3,2,0,3,1,0,72,5,123,3
33,67,2,2,True,6,93,3,1,0,1,3,0,2,3,0,1,3,1,68,4,100,5
15,92,2,1,True,7,72,1,1,1,2,2,0,1,5,0,1,1,1,66,4,108,3
25,92,2,2,False,4,77,2,1,0,1,2,0,3,3,0,1,1,0,70,4,117,3
21,65,2,1,True,5,98,3,0,2,1,2,1,3,4,0,3,1,0,66,2,88,3
33,76,2,2,True,10,92,1,1,1,3,2,1,3,3,0,3,1,1,72,6,110,3
15,67,3,2,True,8,89,1,1,0,3,3,0,2,4,0,1,2,1,64,6,82,3
15,70,3,2,False,9,57,2,1,1,2,2,1,1,3,0,1,1,1,63,5,86,2
16,71,2,2,False,8,51,2,1,0,1,2,0,1,2,0,3,3,1,61,4,87,5
7,82,3,3,True,8,56,2,1,0,1,2,1,1,2,0,1,3,0,62,5,89,4
17,76,2,3,False,7,87,3,1,1,2,3,0,3,4,0,1,1,1,68,6,94,3
15,98,1,2,True,8,71,1,1,1,2,2,0,3,3,0,1,1,0,68,5,114,4
21,65,1,2,False,9,56,3,1,1,2,2,0,3,5,0,1,2,0,63,5,87,5
22,99,2,1,True,8,87,1,1,1,2,2,1,2,4,0,1,2,1,70,4,122,4
31,69,3,1,True,7,60,2,1,1,1,2,0,2,3,0,3,1,1,68,3,101,2
26,91,3,2,True,7,79,2,1,1,1,2,1,2,5,0,1,1,1,72,4,118,2
17,74,2,2,True,8,87,2,1,4,1,1,0,3,3,0,2,1,0,67,4,95,3
15,66,1,3,False,6,80,2,0,1,1,2,1,2,1,0,2,1,0,61,4,82,4
23,94,1,2,False,8,100,2,0,0,1,2,0,2,3,0,3,1,0,69,3,117,4
12,72,2,1,True,6,72,3,1,2,1,3,1,1,2,0,1,2,1,61,3,86,4
31,86,3,3,True,6,66,2,1,3,2,2,0,3,3,0,2,2,0,75,6,120,3
27,83,3,1,False,5,60,2,1,0,3,1,0,2,2,0,2,2,1,68,5,110,3
17,79,2,1,True,6,75,1,1,1,2,3,0,2,4,0,1,1,0,65,4,97,3
10,80,3,2,True,6,93,3,1,4,2,2,0,1,3,0,2,2,1,67,5,94,3
28,89,2,3,True,10,97,3,1,3,2,1,0,1,6,0,1,1,1,75,6,120,3
19,64,1,2,False,6,99,2,1,1,2,2,0,3,3,0,2,1,0,64,5,84,4
27,87,2,2,False,8,77,2,1,1,1,3,0,2,4,0,1,2,0,70,4,115,4
10,96,3,3,False,6,80,2,0,0,2,2,0,2,4,0,1,2,1,67,5,106,3
16,62,2,2,True,7,79,1,1,2,2,2,0,2,3,0,1,1,0,63,5,80,3
20,66,3,3,False,7,73,2,1,1,2,2,0,1,4,0,2,1,1,65,6,87,2
20,89,2,2,True,4,58,2,1,1,2,2,0,3,3,0,1,3,1,67,5,110,5
17,77,1,3,True,5,53,2,1,2,3,2,0,2,3,0,2,1,0,86,7,96,4
24,76,1,3,False,6,72,3,1,3,2,3,0,2,3,1,1,2,1,67,6,103,6
14,65,3,2,False,5,59,1,1,1,3,2,0,3,4,0,3,3,0,63,6,80,4
19,80,2,2,False,7,94,2,1,0,2,1,0,2,3,0,2,2,1,66,5,99,4
21,65,3,3,False,7,88,1,1,2,1,2,1,2,1,0,1,1,0,65,5,88,2
23,79,2,2,False,5,81,2,1,1,2,2,1,2,3,0,1,1,1,67,5,103,3
24,91,2,2,False,7,52,1,1,0,3,3,0,2,4,0,2,1,0,69,6,115,3
13,70,3,3,False,6,81,2,1,2,2,1,0,3,2,0,3,1,0,66,6,85,2
11,79,2,2,True,7,81,2,1,1,3,2,0,2,2,0,1,2,0,64,6,91,4
28,100,3,1,True,6,72,2,1,1,1,2,0,1,2,0,3,1,1,73,3,129,2
22,87,1,2,False,8,83,1,1,1,1,2,0,2,1,0,2,3,0,66,4,110,6
16,94,2,2,False,9,93,1,1,1,1,2,0,1,4,0,3,1,1,68,4,111,3
29,77,3,1,True,8,88,1,1,0,2,3,0,3,4,0,2,2,0,70,4,106,3
21,91,3,2,False,9,74,2,1,2,1,1,1,1,2,0,1,1,1,69,4,114,2
27,62,2,3,True,5,63,1,1,4,3,2,0,1,4,0,1,1,1,67,7,93,3
20,65,2,1,False,6,74,1,1,0,2,2,1,3,3,0,2,2,0,62,4,85,4
32,68,2,1,False,8,97,3,1,1,1,2,0,3,2,0,1,1,0,68,3,101,3
31,76,2,3,True,9,91,2,1,1,1,2,1,2,4,0,3,1,0,72,5,108,3
19,94,1,2,False,8,51,2,1,3,2,1,1,3,5,0,3,1,0,69,5,116,4
26,74,1,1,False,5,89,1,1,3,3,3,1,1,2,0,1,1,0,66,5,103,4
24,86,3,3,False,6,59,2,1,1,1,2,0,3,3,0,1,2,1,70,5,111,3
28,88,3,2,False,8,79,2,1,0,2,2,0,3,3,0,1,3,0,71,5,116,4
14,83,2,2,True,7,90,2,1,0,1,1,0,1,3,0,2,1,1,65,4,97,3
24,74,3,2,True,6,78,2,1,3,1,3,0,3,3,0,2,1,1,70,4,101,2
26,83,1,1,False,7,70,3,0,2,2,3,0,1,4,1,1,2,0,65,3,111,6
9,74,2,3,False,7,66,1,1,1,3,3,1,2,3,0,1,3,1,62,7,84,5
13,63,3,2,True,5,65,2,1,2,3,2,1,2,2,0,1,3,0,62,6,78,4
8,100,3,2,True,8,92,2,1,1,2,3,0,2,3,0,3,2,1,70,5,109,3
18,65,2,3,True,6,91,2,0,5,1,2,1,2,3,0,2,1,0,66,4,88,3
24,63,3,1,True,7,91,1,1,4,1,2,1,3,4,0,1,1,1,67,3,91,2
29,95,2,1,False,9,64,2,1,1,2,3,0,3,3,0,1,1,1,72,4,125,3
20,72,3,1,True,7,90,1,1,0,1,3,1,1,3,0,3,1,1,66,3,92,2
30,86,2,1,True,8,52,2,1,2,2,2,0,1,2,1,2,2,1,68,4,118,5
12,73,3,2,False,5,60,2,1,1,1,2,0,1,4,0,1,2,0,62,4,86,3
10,76,1,2,True,8,76,2,1,2,3,3,1,3,3,1,3,2,0,64,6,88,6
20,70,2,2,False,8,70,2,1,0,1,2,0,2,5,0,3,1,1,65,4,90,3
22,74,2,1,True,6,56,1,1,4,2,3,0,1,3,0,3,2,0,66,4,100,4
20,76,2,1,False,7,52,2,1,2,1,3,1,2,3,0,1,1,1,64,3,98,3
8,89,2,3,True,7,81,1,1,4,1,2,0,2,3,0,2,1,0,67,5,101,3
19,80,3,2,True,7,66,1,1,4,2,2,0,1,4,0,2,1,1,69,5,103,2
12,98,3,2,True,8,51,2,1,0,2,1,0,3,5,0,3,2,0,68,5,110,3
24,62,2,2,False,6,72,3,1,2,1,1,0,2,4,0,1,1,0,64,4,88,3
22,80,3,2,True,7,65,2,1,2,3,2,1,2,2,0,1,2,1,68,6,104,3
14,83,1,1,True,9,79,2,1,1,2,1,0,3,3,0,1,1,0,64,4,98,4
17,97,2,3,False,9,96,3,1,0,3,2,0,1,1,0,3,1,0,71,7,114,3
14,62,3,3,True,8,65,1,1,3,1,2,0,1,2,0,1,3,0,61,5,79,4
20,83,1,2,False,7,100,2,1,4,1,2,0,1,3,0,2,1,0,68,4,107,4
26,94,3,2,True,10,54,1,1,2,3,2,0,2,5,0,1,1,0,73,6,122,2
14,70,3,2,True,9,54,2,0,3,2,2,0,3,1,0,2,1,0,64,4,87,2
23,95,2,2,True,7,86,2,1,3,1,2,0,3,4,1,3,3,0,72,4,121,6
17,61,2,2,True,7,87,3,1,5,2,2,0,2,3,0,1,1,0,65,5,83,3
15,89,2,2,True,6,71,2,1,1,2,3,0,3,4,0,1,1,1,68,5,105,3
19,97,3,1,True,8,64,2,1,2,1,3,0,3,3,0,1,1,0,71,3,118,2
14,86,2,1,True,8,90,2,0,3,2,2,0,1,3,1,3,1,0,65,3,103,4
17,78,2,2,False,8,98,1,1,2,2,2,1,3,2,0,1,1,0,66,5,97,3
13,62,1,3,False,7,99,2,1,4,2,1,0,3,1,0,3,2,1,63,6,79,5
32,97,2,3,False,5,82,2,1,1,2,2,0,2,3,0,1,2,0,74,6,130,4
20,79,3,1,True,7,87,1,0,2,2,3,1,2,4,1,1,1,1,66,3,101,3
16,61,2,1,False,8,91,3,1,2,2,3,0,2,3,0,2,2,0,63,4,79,4
21,88,3,2,True,6,90,3,1,2,3,2,1,2,4,0,1,2,0,72,6,111,3
19,79,2,3,False,7,100,1,1,1,3,3,0,3,2,0,2,3,1,69,7,99,5
19,65,2,3,True,9,91,2,1,1,2,3,0,3,4,0,2,1,0,67,6,85,3
24,69,1,3,False,5,83,1,1,3,1,2,1,2,3,0,1,1,0,66,5,96,4
25,63,3,2,False,7,69,2,1,0,1,3,1,1,5,0,1,2,1,64,4,88,3
17,83,1,2,False,9,80,2,1,4,2,3,0,1,2,0,2,1,1,67,5,104,4
17,85,2,1,False,7,94,3,1,4,1,2,0,3,3,0,2,1,1,69,3,106,3
18,80,2,1,True,6,65,2,1,2,1,3,0,1,2,0,2,1,1,65,3,100,3
6,93,2,2,False,7,52,3,1,0,2,2,0,2,2,0,2,1,1,64,5,99,3
11,94,2,1,True,8,66,3,0,1,3,1,0,2,4,0,1,1,1,65,4,106,3
28,85,2,3,True,7,98,2,1,2,1,3,1,3,1,1,1,1,0,72,5,115,4
30,61,1,3,True,8,90,2,1,2,1,3,0,1,2,0,1,2,1,66,5,93,5
19,88,2,1,False,7,59,2,1,2,1,2,0,2,3,0,2,1,1,66,3,109,3
23,77,3,3,True,7,51,2,1,1,1,1,1,3,3,0,2,2,0,67,5,101,3
22,83,2,2,True,8,83,3,1,1,3,2,1,1,3,1,3,2,0,69,6,106,5
38,86,1,3,True,7,79,1,1,3,1,2,0,1,3,0,1,1,0,73,5,127,4
27,74,2,3,False,6,54,2,1,3,2,2,0,2,3,0,2,1,1,69,6,104,3
19,97,2,1,False,8,98,2,1,1,1,2,1,2,4,1,1,1,0,68,3,117,4
14,65,1,2,True,7,81,2,1,1,1,2,0,3,3,0,1,2,1,61,4,80,5
10,87,2,1,True,6,83,2,0,0,1,2,0,3,4,0,1,1,0,63,2,97,3
21,60,2,3,True,8,93,1,1,0,1,2,0,3,2,0,1,3,1,63,5,81,5
15,97,1,2,True,9,67,2,1,1,1,3,0,2,2,0,2,1,0,68,4,113,4
11,65,2,3,False,7,78,2,1,2,1,2,0,2,3,0,3,1,1,63,5,78,3
16,64,3,2,True,7,79,2,1,3,2,2,1,3,4,1,3,1,1,66,5,83,3
14,73,3,2,True,5,98,2,1,2,1,2,0,1,4,0,1,2,1,65,4,89,3
30,75,3,3,False,7,57,3,1,0,1,2,0,2,1,1,2,1,1,68,5,105,3
25,69,2,2,True,7,88,3,1,0,1,2,0,1,4,0,2,1,1,66,4,94,3
20,83,1,1,False,7,79,1,0,2,2,2,0,3,5,0,3,2,0,66,3,105,5
29,78,3,2,False,6,92,2,1,2,1,2,1,1,4,0,1,1,0,70,4,109,2
20,61,1,1,True,8,92,2,1,0,2,2,0,1,2,0,1,1,1,61,4,81,4
15,73,2,1,True,7,51,2,1,2,1,3,1,1,3,0,1,2,0,61,3,90,4
29,92,2,2,True,10,63,3,1,1,1,3,1,1,4,0,1,2,0,71,4,122,4
23,88,1,2,True,7,59,2,1,1,2,2,0,1,2,0,1,1,0,67,5,112,4
14,89,3,3,True,4,73,2,1,2,2,3,0,1,3,0,2,1,0,70,6,105,2
19,88,3,2,False,5,95,2,1,2,1,2,1,1,4,0,2,2,0,69,4,109,3
15,72,3,3,False,8,50,2,1,2,2,2,0,2,4,0,1,1,1,65,6,89,2
12,64,3,1,True,6,74,3,1,0,2,2,0,3,2,0,1,2,0,61,4,76,3
26,71,2,1,False,6,94,1,1,3,1,2,0,3,4,0,3,1,0,68,3,100,3
31,93,3,1,True,5,96,2,1,2,1,2,0,3,2,0,1,1,0,74,3,126,2
12,99,2,2,False,6,83,1,1,1,2,2,0,1,3,0,1,1,1,67,5,112,3
23,80,2,2,True,7,91,1,1,5,3,2,0,1,1,0,1,1,1,70,6,108,3
16,60,1,2,True,8,66,1,1,1,3,3,1,2,2,1,1,2,1,59,6,77,6
17,66,3,3,False,5,64,1,1,0,2,3,1,2,2,0,2,1,0,64,6,83,2
16,73,3,2,True,8,52,2,1,2,2,3,0,3,4,0,2,1,1,66,5,91,2
15,83,1,1,True,5,75,2,1,1,2,2,0,2,3,0,1,3,1,63,4,99,6
20,63,1,1,True,8,73,1,1,0,3,2,0,2,3,0,2,1,1,61,5,83,4
15,98,1,3,True,8,69,1,1,2,1,2,0,2,4,0,1,2,1,68,5,115,5
22,75,2,2,False,6,56,1,1,3,2,2,1,3,3,0,1,3,0,65,5,100,5
20,97,2,3,False,5,62,2,1,1,2,2,1,2,4,0,1,3,0,69,6,118,5
19,91,3,1,True,8,60,2,1,2,1,2,1,2,4,0,1,2,0,68,3,112,3
15,90,2,1,True,6,97,1,1,2,3,3,0,3,2,0,1,1,0,69,5,107,3
17,84,2,1,True,7,98,3,1,1,1,3,0,2,2,0,2,3,1,67,3,102,5
25,85,3,3,False,8,50,3,1,1,3,2,0,2,1,0,2,2,1,70,7,111,3
23,86,2,2,True,8,59,1,1,1,1,2,0,2,3,0,3,2,1,68,4,110,4
14,85,2,2,False,6,94,1,1,0,3,2,0,3,4,0,2,1,0,67,6,99,3
21,82,3,2,False,7,52,2,1,4,1,2,0,2,3,0,1,3,0,67,4,107,4
25,99,3,2,True,6,97,3,1,0,2,2,0,3,3,0,2,2,0,75,5,124,3
10,89,1,1,True,8,69,1,1,3,1,2,0,1,4,0,2,2,0,63,3,102,5
23,91,1,2,False,9,77,3,1,1,1,2,0,3,5,0,1,1,0,70,4,115,4
16,95,2,1,True,6,88,1,1,2,3,3,0,3,4,0,1,1,1,70,5,113,3
23,69,2,3,True,7,62,2,1,1,2,2,0,2,4,1,1,3,0,64,6,93,6
15,63,2,1,False,8,55,1,1,0,2,1,0,2,3,0,2,1,1,59,4,78,3
9,79,2,1,False,7,90,3,1,1,3,1,0,2,3,0,1,1,0,63,5,89,3
10,81,3,2,True,8,99,2,0,2,2,2,0,3,4,0,3,2,1,67,4,93,3
20,93,1,3,True,7,83,2,1,0,2,2,1,1,2,1,1,1,0,68,6,113,5
22,78,2,2,True,5,91,1,1,0,2,3,1,1,3,0,3,1,0,68,5,100,3
15,83,2,2,False,7,97,2,1,2,1,3,1,2,2,0,1,1,1,97,4,100,3
24,81,2,1,False,9,61,2,1,1,1,1,0,3,4,0,2,1,1,66,3,106,3
10,62,2,1,False,7,68,3,1,3,2,2,0,2,3,0,3,1,0,61,4,75,3
20,85,3,2,False,9,61,3,1,2,3,2,0,3,3,0,2,1,0,70,6,107,2
13,93,1,1,True,4,53,3,1,1,2,1,0,3,1,0,3,1,0,65,4,107,4
16,66,1,2,True,8,87,3,1,3,2,2,0,3,2,0,1,2,1,64,5,85,5
20,84,2,3,True,6,57,3,1,2,2,2,0,3,4,0,1,3,1,69,6,106,5
15,84,2,3,False,6,55,1,1,1,2,2,1,1,2,0,1,1,0,64,6,100,3
18,67,1,1,True,9,68,1,1,2,1,3,1,1,2,0,3,1,0,61,3,87,4
26,65,1,2,False,7,53,1,1,3,3,2,0,3,2,0,1,1,1,64,6,94,4
17,99,2,3,False,6,59,2,1,0,2,2,0,2,3,0,1,2,0,68,6,116,4
25,76,2,3,False,8,53,3,1,1,3,3,0,3,3,1,1,3,1,67,7,102,6
13,69,3,1,False,4,94,2,1,3,1,1,0,3,3,1,1,1,0,62,3,85,3
23,67,2,2,True,9,89,2,1,2,1,3,0,2,2,0,1,1,1,66,4,92,3
29,87,2,3,True,10,93,3,1,1,1,2,0,2,4,0,1,2,0,72,5,117,4
5,84,2,2,True,8,93,3,1,4,3,3,0,3,3,0,2,2,0,68,6,93,4
15,86,2,3,True,8,97,2,1,4,3,2,0,3,3,0,1,1,0,71,7,105,3
23,64,2,2,True,7,59,3,1,3,2,2,0,3,2,0,1,2,1,65,5,90,4
19,96,2,1,True,5,95,1,0,2,2,1,1,2,3,0,1,2,1,68,3,117,4
22,76,2,1,False,9,76,2,1,2,1,3,0,2,5,0,1,3,1,65,3,100,5
16,73,3,1,True,8,58,2,1,1,2,2,0,2,4,0,1,1,1,64,4,90,2
21,78,2,1,False,8,83,2,1,2,2,2,0,3,4,1,1,3,0,65,4,101,6
19,76,3,3,True,8,66,1,1,0,1,3,1,1,4,1,1,1,0,65,5,95,3
27,95,3,2,False,7,52,3,1,3,2,3,1,1,3,0,2,2,1,73,5,125,3
22,97,2,3,True,6,54,2,1,1,1,3,0,3,3,0,3,1,0,72,5,120,3
22,72,1,2,True,10,71,2,1,1,2,2,1,1,1,0,2,1,0,64,5,95,4
18,95,2,2,True,7,91,1,1,0,1,2,0,3,4,1,3,2,0,69,4,113,5
17,91,2,2,False,6,66,3,1,1,3,2,1,3,3,0,1,1,0,69,6,109,3
17,97,2,3,True,9,88,2,0,0,2,2,0,3,2,0,1,1,0,70,5,114,3
22,70,1,2,False,7,53,1,1,1,1,2,0,3,3,0,1,1,1,83,4,93,4
17,83,3,2,False,7,70,1,1,3,1,2,1,2,5,0,3,1,1,68,4,103,2
22,71,1,3,True,9,56,3,1,1,1,3,0,2,3,1,2,1,1,84,5,94,5
32,93,2,2,True,8,93,3,1,1,2,3,0,1,3,0,3,3,1,75,5,126,5
25,60,1,3,False,8,98,2,1,1,2,2,0,2,5,0,3,1,1,67,6,86,4
18,83,2,3,True,5,66,2,1,0,3,2,1,3,4,0,3,1,0,69,7,101,3
27,74,3,2,False,8,99,3,0,3,2,2,0,3,4,0,1,1,0,71,4,104,2
18,73,2,1,True,5,88,2,1,1,2,2,0,3,5,0,2,1,1,66,4,92,3
8,86,2,3,False,6,50,3,1,1,2,2,0,3,2,0,2,1,0,65,6,95,3
14,94,3,2,False,7,74,2,1,1,3,2,1,3,5,0,2,1,0,70,6,109,2
9,84,3,1,False,7,92,3,1,1,1,3,0,1,4,0,3,1,0,66,3,94,2
18,94,3,2,True,8,77,2,1,3,2,3,0,3,4,0,3,1,0,74,5,115,2
20,71,3,2,False,8,77,2,1,0,3,2,1,2,4,0,1,2,0,66,6,91,3
30,81,2,3,False,8,72,1,1,0,1,2,0,2,2,0,1,2,0,68,5,111,4
22,78,2,3,True,5,70,2,1,2,1,2,0,3,1,0,2,1,0,68,5,102,3
19,60,2,3,False,10,51,2,1,0,2,2,0,3,3,1,2,1,1,62,6,79,4
25,82,2,3,True,7,81,2,1,2,2,2,1,2,2,0,3,2,0,71,6,109,4
7,86,2,1,False,9,88,2,1,2,1,2,0,1,2,0,2,1,1,63,3,95,3
21,84,3,3,False,4,90,2,1,2,2,1,0,2,3,0,1,3,0,69,6,107,4
25,89,2,2,True,7,81,3,1,3,2,2,0,1,0,0,2,1,0,71,5,117,3
11,83,3,1,True,5,67,2,1,1,2,2,0,3,2,0,3,1,0,66,4,95,2
27,63,2,3,False,6,51,1,1,0,1,2,0,3,2,0,3,2,0,64,5,90,4
22,65,2,2,True,7,95,1,1,3,1,2,0,3,2,0,1,2,1,65,4,90,4
18,84,2,3,False,6,71,2,1,4,2,1,0,3,2,0,1,1,1,69,6,106,3
24,71,2,1,False,9,80,2,1,2,2,3,1,3,3,0,1,1,1,66,4,97,3
34,63,2,3,True,10,60,1,1,1,2,2,0,1,4,0,1,1,1,67,6,98,3
21,77,2,1,True,6,57,2,1,4,1,2,0,1,5,0,1,3,0,65,3,102,5
21,82,1,1,True,6,54,3,1,3,1,2,0,1,2,0,2,2,0,65,3,106,5
17,73,3,2,False,5,90,3,1,1,1,2,1,3,4,0,1,1,0,67,4,91,2
15,89,1,2,True,9,82,1,1,1,2,2,0,2,3,0,2,1,0,66,5,105,4
25,86,2,2,True,7,81,1,1,1,3,1,0,3,1,0,1,1,0,69,6,112,3
15,73,2,3,False,7,96,1,1,1,1,2,0,1,2,0,2,1,0,64,5,89,3
20,90,2,2,True,7,58,3,1,1,3,3,1,2,4,0,1,1,0,70,6,111,3
17,86,3,2,True,7,59,1,1,3,1,2,0,3,3,0,3,2,0,68,4,106,3
23,85,3,1,True,6,59,1,1,1,2,2,0,1,1,0,1,1,0,68,4,109,2
22,82,3,2,True,7,71,1,1,1,3,2,1,3,3,0,1,1,1,69,6,105,2
26,60,2,2,True,7,94,3,1,3,3,2,0,3,2,0,1,2,1,68,6,89,4
17,88,2,2,True,8,94,2,1,5,2,2,0,2,2,1,2,1,1,70,5,110,4
